id,product_id,bidder_id,max_price,created_at
0eb2fd4b-1b63-4c4e-80ec-080367775f65,ce421785-6840-47c9-92ab-e7bef07f585b,76c91bb9-8fc0-465c-8ec7-5716c05004a8,6022,3/16/2025
c398c8ce-2d94-496d-8171-8265a67adeac,2206ae7f-356e-4a69-b793-e3fc310bcadd,14de0956-48d5-4aac-a4ed-5353150ae13c,5061,11/1/2025
3eee2828-f82d-405d-8dce-168c21ac54d9,85ceac60-49e8-4b6a-b723-7d8e8a395c85,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,5030,4/8/2025
005afa17-b66e-411c-b7e4-b10bd381c05d,f78aca2d-9159-438c-bc5c-1a5eb475856b,2cbb0044-f5b8-49fd-929b-9d2ef0526033,8195,1/21/2025
52fbe0a4-65be-4a86-8767-1d4bb2b73db0,2e2f3f47-a04b-4400-a750-3b6980f2c147,11393531-e33a-4a41-a5d9-518cd668ba71,1550,8/12/2025
099656a1-452c-45f8-93ac-41d565667f08,79aa8d4e-5b1c-444e-8325-dd9da4acf7d8,a155ec1d-c375-47e3-865a-e154f17a3ced,4034,1/26/2025
139373d1-3e8a-428b-bf94-71d77742b464,e0451fca-acba-4cb6-bfb0-838343a37b39,79929588-7af9-4046-a39a-52feee2415e4,7364,7/8/2025
274f2cad-095f-4ccf-bc89-a7beab9748ad,440112be-e373-4141-9ec5-132eddcbab84,5fb6ac68-bf51-41a0-a82f-a9a85e494079,9099,2/3/2025
341a1869-54b9-42d6-afb9-ac4ff90ff4ca,9c16ccfb-33b0-46e3-a86f-993b9402bd0e,11393531-e33a-4a41-a5d9-518cd668ba71,9737,4/13/2025
34271669-2b5c-4657-bfa2-a44797bf671e,7bb90c0b-968a-4123-bb1b-5090d9b61e1a,2cbb0044-f5b8-49fd-929b-9d2ef0526033,2980,6/16/2025
5ac1074c-3a7b-4861-8f47-20863f606ac1,79d1773a-dac9-479a-b0f0-c02b388946b8,11393531-e33a-4a41-a5d9-518cd668ba71,5569,1/8/2025
cced056f-64b5-4313-8c88-83d47e39da67,283a6912-b3dd-4ba2-b985-aa2a344d2406,a155ec1d-c375-47e3-865a-e154f17a3ced,1261,5/15/2025
11abad55-dee5-4402-b418-b7e7425a7d5f,14629463-c5c8-427f-b01e-4dd039501452,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,5969,1/5/2025
9f8ec28e-9cb6-43ff-805b-f416b91f6f8a,dd0ef440-2f39-4a72-99ba-40c579617aae,11393531-e33a-4a41-a5d9-518cd668ba71,5344,10/17/2025
49ad0713-2607-4040-ab51-7931281cb6bd,507fca07-2e1d-4b1f-93b7-625ae80843c7,1b2529fc-0ef1-433b-9d87-a2df61c453fc,2086,12/22/2024
05806e80-e60c-4c02-b651-63c21cee46b3,fad0fbd6-1563-4c23-a2b0-22a7bb89baf8,1b2529fc-0ef1-433b-9d87-a2df61c453fc,6531,9/2/2025
c3e75a11-661a-4193-acc1-f82591826b27,0b29a6ac-58e7-48a7-a819-0897bc0814be,d3a5488c-25f9-4dad-93b7-df54b25937b8,3000,7/18/2025
c2eb4835-5bbd-4b79-96dc-67f3d0b824f9,278d30e5-5a38-48ec-a969-726eca022654,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,9862,2/24/2025
da0bdd1a-a020-40d7-946d-d23584b3912d,e48aa82d-ae66-4347-ba19-11816e60bc79,79929588-7af9-4046-a39a-52feee2415e4,6092,1/14/2025
7a904af3-83a6-41e2-8c3d-7a868dbab546,0835d9c7-1090-4ec2-ad68-066ea3899e17,11c14be1-13ce-48a1-bd33-0830cca9c4da,7293,1/3/2025
2aa71ad9-b0f6-4ac5-8c72-aa7e7d57fe80,a745e358-2ba9-4e8b-b8e4-1c8ca6eebe8c,de332974-fe7a-4fbc-8cfc-7ff5c02b7a02,3797,3/25/2025
34e290e3-2a19-44a2-b24d-05fe8913fdbd,099716d9-56d3-42f1-98c5-fabd8ef8afed,153ff855-cd4e-41f7-9232-d0d2c3a514a4,3911,3/19/2025
32ae3357-7e34-4cfc-80d1-987a3a4bc461,5e9da4ef-41f6-47ff-9ef9-540530e6ffed,79929588-7af9-4046-a39a-52feee2415e4,7493,5/28/2025
094be0a5-18d1-493c-bac6-4b236cd97667,062ec88c-253d-4e0e-8a78-6cfa75db21d4,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,7803,10/24/2025
b25ff138-0032-4de0-b817-e0b47b333304,3b747f31-38b2-4f11-a550-89cccc2abbdd,2cbb0044-f5b8-49fd-929b-9d2ef0526033,2534,10/22/2025
51b5b681-5752-4e26-9907-bfa24b9cf6cc,099716d9-56d3-42f1-98c5-fabd8ef8afed,6dee7224-0cd4-405a-a0de-163ee91b0685,3820,5/14/2025
394e4eb8-299f-4189-8170-f0d2b17ad21b,6b67e040-258c-4fe1-9078-124e87bf328c,ac285fd8-a4a1-40ac-8286-c8d6173f057a,4128,11/4/2025
b48e340f-d086-41f6-a9e8-aa97c77b4d14,c7d3842e-2e0b-458a-86e5-9735cee1b0ab,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,1515,10/8/2025
066b26c3-42dc-4eba-a4db-30a1672be302,aeb306cd-24c4-41bb-94f8-ee38f8b0209c,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,7573,7/1/2025
97946505-9b03-43c3-9d05-349fd0a538ca,3c6e7155-6225-4d58-9e3e-a9d44ff5d99e,11393531-e33a-4a41-a5d9-518cd668ba71,4725,3/26/2025
e340da7b-1a29-44b4-af2c-a06c2d557dde,ccb02aa9-465d-4ca5-9221-b4a9b10226ed,153ff855-cd4e-41f7-9232-d0d2c3a514a4,5847,2/8/2025
86993449-48c6-4b0b-a171-6496c86df1b3,af30445c-1487-4697-a02a-07d3d0ebad3b,14de0956-48d5-4aac-a4ed-5353150ae13c,5621,11/17/2025
de599715-fd64-4a64-a614-d5265469fd6e,3157e8d8-7097-4013-a28d-0a97156dea48,a155ec1d-c375-47e3-865a-e154f17a3ced,5411,5/14/2025
1f9b6c21-1fc2-437e-b7ac-14a167dd3164,5b917e4b-f168-4b2e-acf4-39b3e9fdbc1d,de332974-fe7a-4fbc-8cfc-7ff5c02b7a02,4427,10/3/2025
e52139eb-c810-4394-90f0-95145652cc15,b2294934-5af7-4342-9a8c-8f2aa8b1400b,d3a5488c-25f9-4dad-93b7-df54b25937b8,3121,9/7/2025
2d6b7cfb-ff2e-4e19-99e2-685cc6627c23,915d2220-5d24-4b34-ae82-d018a98520da,0ebb62af-f47d-4c9f-a3ac-f41834e0a2b9,5400,11/17/2025
20bb5a3a-d6a6-472c-ad7d-c9c2b55b58a5,b07cc8c6-a6ca-4180-81fb-7fdcffdefc4d,5fb6ac68-bf51-41a0-a82f-a9a85e494079,2322,1/11/2025
ec8ba55d-094d-458d-a937-f057351be6d9,6a2a9b68-7145-4a05-ba03-cd364b8624c1,14de0956-48d5-4aac-a4ed-5353150ae13c,6467,2/26/2025
f701eaf2-bfe1-41bb-8153-cd534f668f4a,720c177c-377a-446d-aa3c-bb6d247682a8,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,5029,11/6/2025
cca2ed10-1f66-4bc1-95f5-f9b12727a0f8,80eabc49-bd17-4ab0-87f0-b0991c71b0f3,0ebb62af-f47d-4c9f-a3ac-f41834e0a2b9,490,4/22/2025
5173fa0e-5b93-49ab-8e3f-3ac36e210f32,5032c23c-dca8-4739-9c7b-ed3dd607ffd9,6043eaa5-7735-4261-bac1-d7410c96f034,4877,7/28/2025
33ce53e4-c834-4272-98da-0c0d1a205335,75f34259-41e1-4e2e-9eb5-7de33b1c1285,153ff855-cd4e-41f7-9232-d0d2c3a514a4,8967,10/12/2025
fbc9356b-562d-4483-939d-fbb450b0d9f9,a2dcfcf7-abef-4189-b44f-ecf6e6fafd8a,11c14be1-13ce-48a1-bd33-0830cca9c4da,8289,6/4/2025
6864a31c-ab8d-498e-9542-56b58a2b2f70,ca8dcc04-94c4-4050-82c6-60f924459d9b,76c91bb9-8fc0-465c-8ec7-5716c05004a8,3017,12/14/2024
496322c7-2868-48ff-a90d-bb0db5bd88e2,bfda8209-8532-4f62-a30f-7c17aae54384,de332974-fe7a-4fbc-8cfc-7ff5c02b7a02,10461,8/31/2025
588323cd-dd89-4b68-bb9b-385f3470c37e,e203deb7-9fd9-45d7-bb6a-4edbd0a939a9,11c14be1-13ce-48a1-bd33-0830cca9c4da,4792,3/13/2025
80419587-7b88-4592-8105-030e715f2b8d,6dc27fc9-b2f6-42bb-bc50-a5fe8ce2d886,11393531-e33a-4a41-a5d9-518cd668ba71,5600,4/27/2025
9a861ed6-3ac6-466b-8b17-d3bcc3c6f6a2,9c16ccfb-33b0-46e3-a86f-993b9402bd0e,2cbb0044-f5b8-49fd-929b-9d2ef0526033,5863,2/4/2025
4e9ca84a-5217-427b-9d49-3abaa1da77cd,bc04662a-8895-4966-ba1b-0be5a8ded8bf,a155ec1d-c375-47e3-865a-e154f17a3ced,8901,10/13/2025
14033fd9-700f-400f-ac7b-78a14395b5d3,b2294934-5af7-4342-9a8c-8f2aa8b1400b,1b2529fc-0ef1-433b-9d87-a2df61c453fc,3311,9/2/2025
cb76c306-5507-49ce-a501-710ac57d4d5f,00efa492-be06-4517-bdc1-fef198c8ac2b,11393531-e33a-4a41-a5d9-518cd668ba71,5489,11/12/2025
ec661fe5-63d4-4904-83eb-2404463be72c,7c1dd3d5-c0de-49cc-ae3c-bc8f5e3555c6,79929588-7af9-4046-a39a-52feee2415e4,4235,4/17/2025
8f05aa28-579e-4dc8-9953-acf94d45daf4,d14b4614-0e58-40a6-a1a9-86b3b400de04,0ebb62af-f47d-4c9f-a3ac-f41834e0a2b9,7950,6/4/2025
513c8e65-cdb2-4e83-b04d-ed6a18a236c3,cd2328dc-5d15-4cab-805c-fdb5319e4c05,79929588-7af9-4046-a39a-52feee2415e4,6025,11/11/2025
fba62e4d-80b3-4a95-ae2c-370e44303601,622c0137-c3a1-449c-980a-9122291b481f,d3a5488c-25f9-4dad-93b7-df54b25937b8,6878,5/26/2025
6daf429a-a9be-41ec-8c10-ad776634e5e4,2c5457e9-4abc-4fa6-8790-f4683349b1ab,6043eaa5-7735-4261-bac1-d7410c96f034,3486,3/15/2025
a35c0e2c-7b71-498b-afa6-778f92b7d8a3,86108771-1f6c-4d02-8cea-8395847a371b,a155ec1d-c375-47e3-865a-e154f17a3ced,5477,11/9/2025
e20422ca-d973-48a2-81ac-02b9a790020f,2e6a3d7c-5c24-4e57-94a6-d54a1c73afcc,153ff855-cd4e-41f7-9232-d0d2c3a514a4,5910,7/10/2025
46bf52d9-d133-4ebd-8612-c0a5ef72338f,ce421785-6840-47c9-92ab-e7bef07f585b,bb62fb14-2fdc-4944-ac60-8a2d933d71aa,4856,7/16/2025
72798c52-38b0-46d5-875c-7c795827bf07,d9464c86-e204-4429-8e39-142ebe40fece,bb62fb14-2fdc-4944-ac60-8a2d933d71aa,4981,2/12/2025
1a35cd94-9364-435b-af1a-c68ecf65df6f,e1bfd832-80c0-49b0-bcfd-64734bc031b3,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,4091,9/8/2025
88317be8-c032-4eb9-8cbc-67eeb197e999,c90ee244-2b27-4fa9-9810-3e4ded521f9f,639f899b-a662-4a29-841e-bb2e7bb1ea8f,526,8/7/2025
8184e19a-54c2-4ae5-9f01-eee4cab04e90,dfe6ca02-2cc0-4047-92a2-5862e8fe175a,76c91bb9-8fc0-465c-8ec7-5716c05004a8,5020,8/5/2025
88922a24-48ad-4ce7-b8b2-5de4b2ce1f2d,08c608fb-a738-4f02-bd03-8a7da6dd49bf,153ff855-cd4e-41f7-9232-d0d2c3a514a4,2282,3/24/2025
21406f67-73c4-4ed8-a971-d55868e29cad,f52c1b4f-b2d6-4613-97fc-6e1dbf08ca49,a3d7486c-6628-42e7-8a54-f326ba5f6775,6419,8/3/2025
95f4b5d4-7575-40c1-8d44-b8c3bdca7a16,92c3e702-ed61-4a62-8dc8-7c06d8d0adb8,2cbb0044-f5b8-49fd-929b-9d2ef0526033,8145,4/2/2025
12259726-745f-4ae0-b0fd-b6057ed5f53e,d0eea1d0-9f63-4103-88cd-c98e1e1c1019,79929588-7af9-4046-a39a-52feee2415e4,3182,5/2/2025
c964c356-d3f8-492e-b162-2dd0c82ede04,440112be-e373-4141-9ec5-132eddcbab84,a155ec1d-c375-47e3-865a-e154f17a3ced,9365,4/28/2025
62bc2478-557d-40cd-b96d-78486f6b5116,8cb8899d-40ed-4473-8677-b4aacaaec4d4,79929588-7af9-4046-a39a-52feee2415e4,4190,5/29/2025
a368b55f-e993-49cc-96a4-d53af8ca24a6,458a3bea-8123-4d1d-b6e2-18a959bcd6f3,a3d7486c-6628-42e7-8a54-f326ba5f6775,5211,11/9/2025
e5e5056a-63c1-469f-8c7e-f1f26ab0aa06,d9023073-4701-477f-a22c-bd45027b9727,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,8295,8/4/2025
