id,title,category_id,seller_id,start_price,bid_step,buy_now_price,current_price,highest_bidder_id,auction_type,status,description,end_time,auto_extend,created_at
09c9be62-0839-4b19-a37d-a4d256995cd3,Modern Abstract Canvas Art,17,73522f6e-93c0-4066-857c-03ac111f0132,4197,53,9197,4697,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,buy_now,active,A striking modern abstract painting showcasing layered textures and expressive color movement. Designed to add depth and artistic emotion to living and gallery spaces.,2045-02-04 00:00:00,false,2025-12-06 00:00:00
0a6105e2-1a8b-41d0-a000-12c9b3681436,14K Gold Heart Pendant Necklace,16,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,471,60,,831,11393531-e33a-4a41-a5d9-518cd668ba71,traditional,active,"Romantic heart-shaped pendant crafted in rich 14K gold, symbolizing love and elegance. Perfect for gifting or adding a meaningful touch to everyday style.",2042-05-12 00:00:00,true,2025-12-07 00:00:00
0a79c088-2669-4e7f-82bc-19a596ae8ffe,Honda Accord 2024,20,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,3720,15,,3840,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,traditional,active,Sporty design paired with a turbocharged engine delivering smooth and responsive performance. Advanced Honda Sensing features provide excellent road safety.,2039-08-17 00:00:00,false,2025-12-08 00:00:00
0b29a6ac-58e7-48a7-a819-0897bc0814be,Mazda 6 2023,20,03d30abe-7acd-49da-a689-8171fec6fa4c,416,136,,1368,d3a5488c-25f9-4dad-93b7-df54b25937b8,traditional,active,"Premium craftsmanship with signature KODO design. Sharp handling, stylish interior, and a smooth driving experience make it a favorite among sedan enthusiasts.",2039-08-18 00:00:00,false,2025-12-09 00:00:00
0b5926a6-748b-4c67-944b-43e7b91cc787,Gold Hoop Earrings,16,6ae7fa67-377a-4bba-8676-029d005e2bc1,1536,100,,2236,bb62fb14-2fdc-4944-ac60-8a2d933d71aa,traditional,active,Classic hoops with a smooth golden finish that complements any outfit. Lightweight yet durable design ensures comfort for all-day wear. A true essential in every jewelry collection.,2031-05-31 00:00:00,false,2025-12-08 00:00:00
0c3841b5-b3aa-4cce-84d0-7d9555a92dac,Nike Air Force 1 Low,15,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,180,148,,1216,79929588-7af9-4046-a39a-52feee2415e4,traditional,active,A timeless streetwear icon known for its clean design and all-day comfort. Premium leather upper combined with classic Air cushioning makes it a versatile must-have sneaker for every collection.,2042-05-11 00:00:00,true,2025-12-06 00:00:00
0de6372e-70d7-40da-89fe-c1b0f9528a00,Hyundai Sonata 2024,20,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,1470,196,,3038,79929588-7af9-4046-a39a-52feee2415e4,traditional,active,Futuristic styling with high-tech cabin layout. Efficient engine options and enhanced ride comfort provide a smart choice for daily urban commuting.,2039-08-14 00:00:00,false,2025-12-05 00:00:00
0ec6e3fd-a86b-4e30-be44-0b5c6aa1fd62,Colorful Expressionist Painting,17,73522f6e-93c0-4066-857c-03ac111f0132,4592,96,,5168,14de0956-48d5-4aac-a4ed-5353150ae13c,traditional,active,A bold expressionist artwork filled with dynamic brushstrokes and vibrant hues. Perfect centerpiece to bring energy and contemporary elegance into any room.,2034-02-22 00:00:00,false,2025-12-06 00:00:00
0ffcf979-ef11-4214-a1d2-cda91761f49a,iPhone 17 128GB,9,73522f6e-93c0-4066-857c-03ac111f0132,4453,55,9453,4783,de332974-fe7a-4fbc-8cfc-7ff5c02b7a02,buy_now,active,"A smooth and balanced smartphone offering beautiful Super Retina visuals, fast performance, and all-day battery life. The improved dual-camera system delivers excellent portrait and low-light shots, while the lightweight frame ensures maximum comfort in daily use. A great choice for users seeking an accessible yet premium Apple experience.",2050-07-29 00:00:00,false,2025-12-07 00:00:00
107e2c54-7e12-44f1-8ee0-b66a8d831525,MacBook Pro 16 M3 Max 1TB,10,73522f6e-93c0-4066-857c-03ac111f0132,943,198,,4309,6043eaa5-7735-4261-bac1-d7410c96f034,traditional,active,Apple’s most powerful laptop ever with the groundbreaking M3 Max chip designed for extreme workflows including 3D rendering and advanced video editing. Featuring a stunning Liquid Retina XDR display for true-to-life colors and exceptional brightness. Premium aluminum body ensures durability and professional elegance. All-day battery life supports productivity wherever you go.,2053-04-24 00:00:00,false,2025-12-07 00:00:00
1103feca-e936-438c-a2e8-dcd00e361683,18K Gold Pearl Necklace,16,6ae7fa67-377a-4bba-8676-029d005e2bc1,799,199,,1993,153ff855-cd4e-41f7-9232-d0d2c3a514a4,traditional,active,"A graceful strand featuring high-luster pearls paired with 18K gold accents. Designed for timeless sophistication in weddings, gala nights, and formal events.",2045-02-04 00:00:00,false,2025-12-06 00:00:00
11796208-3356-4117-8007-291b9054654f,Premium Cotton Hoodie,12,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,2652,186,,3768,11c14be1-13ce-48a1-bd33-0830cca9c4da,traditional,active,Made from high-quality breathable cotton for maximum comfort. Minimalist design pairs well with any casual fit while maintaining warmth during cool weather. Built with reinforced stitching for everyday durability.,2036-11-18 00:00:00,true,2025-12-06 00:00:00
127c1fc6-017f-409d-891f-1361361ad632,Weighted Jump Rope,21,73522f6e-93c0-4066-857c-03ac111f0132,796,22,,928,14de0956-48d5-4aac-a4ed-5353150ae13c,traditional,active,Ergonomic jump rope with adjustable weight for cardio and endurance training. Smooth bearing rotation allows fast and stable skipping.,2031-05-29 00:00:00,true,2025-12-06 00:00:00
135f3f04-a540-4a30-93e3-c7113cfd8525,Nike Air Jordan 1 Retro High,15,03d30abe-7acd-49da-a689-8171fec6fa4c,754,145,,1769,2cbb0044-f5b8-49fd-929b-9d2ef0526033,traditional,active,The legendary sneaker that redefined basketball and street culture. Premium materials and signature design details deliver a classic look with history and hype. A true grail for sneaker enthusiasts.,2042-05-12 00:00:00,false,2025-12-07 00:00:00
13999224-071d-427a-bfff-dc53d7b3501e,Samsung Galaxy S25 Ultra 512GB,9,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,1527,157,6527,1527,6043eaa5-7735-4261-bac1-d7410c96f034,buy_now,sold,"Samsung’s pinnacle flagship featuring an advanced 200MP quad-camera setup, stunning Dynamic AMOLED 2X display, and built-in S Pen for creative flexibility. Powered by the Snapdragon 8 Gen 5 for exceptional speed, multitasking, and gaming. With premium build quality, massive storage, and long-lasting battery, this device redefines the high-end Android experience.",2031-05-28 00:00:00,true,2025-12-05 00:00:00
13c46dc4-832f-4805-82d0-02aaec717f00,Minimalist Geometric Wall Art,17,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,1079,80,,1719,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,traditional,active,A clean and sophisticated abstract piece using geometric forms to create modern architectural balance. Ideal for minimalist interior aesthetics.,2047-11-01 00:00:00,false,2025-12-06 00:00:00
13f58b05-6783-48d2-8db4-8e1b637ea740,Canon EOS R5,11,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,3254,138,,4082,5fb6ac68-bf51-41a0-a82f-a9a85e494079,traditional,active,"A flagship mirrorless camera featuring incredible 8K RAW recording and 45MP stills. Canon’s state-of-the-art autofocus system with eye-tracking ensures precise subject capture. Built with durable magnesium alloy, it is ideal for professionals in commercial and cinematic production.",2053-04-26 00:00:00,true,2025-12-09 00:00:00
143b566c-0ce9-41bc-9c5e-96425d9a9939,Marvel Avengers Action Figure,18,03d30abe-7acd-49da-a689-8171fec6fa4c,3416,19,8416,3530,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,buy_now,active,Highly detailed Avengers hero action figure designed for both kids and collectors. Features articulated joints for dynamic posing and epic playtime battles.,2053-04-23 00:00:00,false,2025-12-06 00:00:00
14629463-c5c8-427f-b01e-4dd039501452,Premium Yoga Mat 10mm,21,03d30abe-7acd-49da-a689-8171fec6fa4c,3589,170,,4609,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,traditional,active,"Thick non-slip mat offering excellent comfort and cushioning for yoga, pilates, and stretching sessions. Sweat-resistant surface ensures secure footing.",2036-11-18 00:00:00,true,2025-12-06 00:00:00
14865bac-e5d3-47a5-bab9-cddf6271730f,Floral Summer Dress,13,73522f6e-93c0-4066-857c-03ac111f0132,245,38,,511,79929588-7af9-4046-a39a-52feee2415e4,traditional,active,A vibrant floral pattern with a breezy silhouette ideal for sunny days and weekend outings. Lightweight and comfortable fabric enhances movement and comfort. A fun and stylish choice for warm weather fashion.,2031-06-01 00:00:00,true,2025-12-09 00:00:00
1583d3b8-078a-4e44-b850-5990cb524823,Women’s Leather Jacket,13,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,3291,44,,3643,11c14be1-13ce-48a1-bd33-0830cca9c4da,traditional,active,Crafted from premium faux leather with modern tailoring for a bold and stylish look. Perfect for pairing with jeans or dresses for a confident street-style outfit. Durable design ensures lasting wear.,2050-07-31 00:00:00,false,2025-12-09 00:00:00
15e036d9-9825-41e0-8406-626004c4ad87,Non-Stick Frying Pan 28cm,22,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,4441,45,,4756,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,traditional,active,Durable non-stick coating for healthier cooking with minimal oil. Comfortable heat-resistant handle and even heat distribution for perfect frying results.,2053-04-24 00:00:00,true,2025-12-07 00:00:00
183ba217-29fc-4543-99e0-9a9eb865003c,Stainless Steel Cooking Pot 5L,22,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,1332,192,,2484,a3d7486c-6628-42e7-8a54-f326ba5f6775,traditional,active,"Premium stainless steel pot ideal for soups, pasta, and stews. Compatible with gas and induction cooktops with excellent heat retention.",2042-05-10 00:00:00,true,2025-12-05 00:00:00
191371f4-a40d-4258-a4fb-8ce592d6102e,MacBook Pro 14 M3 Pro 512GB,10,03d30abe-7acd-49da-a689-8171fec6fa4c,2947,103,,3565,5fb6ac68-bf51-41a0-a82f-a9a85e494079,traditional,active,"A top-tier performance machine built for coding, video editing, and demanding creative tasks. The M3 Pro chip delivers incredible speed while maintaining quiet operation. Bright and color-accurate XDR display enhances professional workflows. Lightweight and portable while retaining long-lasting battery life.",2031-05-29 00:00:00,true,2025-12-06 00:00:00
1b6647a9-a75a-4e05-a377-c98c5eccbfc0,Men’s Slim Fit Suit,12,03d30abe-7acd-49da-a689-8171fec6fa4c,1573,118,,2281,639f899b-a662-4a29-841e-bb2e7bb1ea8f,traditional,active,"A modern tailored suit featuring a sharp silhouette and refined craftsmanship. Designed with premium fabrics for comfort and polished appearance. Perfect for formal events, business meetings, or stylish everyday looks.",2036-11-18 00:00:00,true,2025-12-06 00:00:00
1bc6d7b0-35c1-42ad-90e8-e16989ba7345,Honda CBR1000RR Fireblade,19,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,944,195,,2309,bb62fb14-2fdc-4944-ac60-8a2d933d71aa,traditional,active,Legendary sport motorcycle engineered for precision and balance. Advanced ride-by-wire system and race-tuned suspension create an exhilarating superbike experience.,2039-08-15 00:00:00,true,2025-12-06 00:00:00
1bee3722-f91c-4193-b74f-25b0bf21eb73,Transformers Robot Toy,18,73522f6e-93c0-4066-857c-03ac111f0132,3416,76,8416,4024,ac285fd8-a4a1-40ac-8286-c8d6173f057a,buy_now,active,A convertible robot toy that transforms between vehicle and heroic robot modes. Encourages imaginative storytelling and action-packed adventures.,2031-06-01 00:00:00,false,2025-12-09 00:00:00
1c1ee6f3-fbe2-41dc-8bcd-01d9e5b856cb,Foam Roller Massage,21,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,2752,156,,4000,d3a5488c-25f9-4dad-93b7-df54b25937b8,traditional,active,Medium-density foam roller designed to improve muscle recovery and reduce tension post-workout. Perfect for athletes and fitness enthusiasts.,2047-11-04 00:00:00,false,2025-12-09 00:00:00
1d17f2d9-26d3-4356-85bb-b7675023f008,Classic Oxford Shirt,12,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,234,194,,1786,153ff855-cd4e-41f7-9232-d0d2c3a514a4,traditional,active,A timeless button-down shirt crafted from breathable cotton with a crisp structure. Versatile style works well with suits or casual outfits. A must-have essential for both office and weekend wear.,2045-02-07 00:00:00,true,2025-12-09 00:00:00
1dc6502d-8ecd-4132-8555-7ea0937ddebb,Samsung Galaxy S25+ 256GB,9,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,4243,27,,4243,de332974-fe7a-4fbc-8cfc-7ff5c02b7a02,traditional,active,"A versatile all-rounder with a bright 120Hz LTPO display, enhanced Nightography for amazing low-light shots, and fast charging to keep you moving throughout the day. Sleek and durable design paired with excellent performance makes this model a strong contender in the premium smartphone segment.",2036-11-18 00:00:00,true,2025-12-06 00:00:00
1e469aa8-a78f-4763-bdc1-bcf90e548c33,Chef Knife Set 6 Pieces,22,73522f6e-93c0-4066-857c-03ac111f0132,2776,66,,3276,79929588-7af9-4046-a39a-52feee2415e4,traditional,active,"Razor-sharp stainless steel blade set including chef, bread, slicing, utility, and paring knives. Ergonomic grip ensures safety and control while prepping meals.",2053-04-23 00:00:00,false,2025-12-06 00:00:00
1e70ee2d-b768-4781-938b-e819dac11fc0,Nikon Z8,11,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,1766,40,,2006,79929588-7af9-4046-a39a-52feee2415e4,traditional,active,"A professional mirrorless powerhouse offering stunning 8K video and a 45.7MP full-frame sensor. Exceptional burst shooting and advanced subject detection autofocus deliver elite action photography performance. Built rugged for sports, wildlife, and high-tier filmmaking.",2036-11-21 00:00:00,true,2025-12-09 00:00:00
1e81eb39-a411-482c-8727-980a48fabf8e,Kawasaki Ninja ZX-10R,19,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,3921,172,8921,6845,14de0956-48d5-4aac-a4ed-5353150ae13c,buy_now,active,High-performance superbike with championship-winning DNA. Raw power combined with intelligent rider-assist electronics ensures dominance on both street and track.,2045-02-07 00:00:00,false,2025-12-09 00:00:00
1ea44b80-c6f6-4940-8b5f-d00a3247832b,Men’s Denim Jacket,12,73522f6e-93c0-4066-857c-03ac111f0132,4247,147,,5129,bb62fb14-2fdc-4944-ac60-8a2d933d71aa,traditional,active,Stylish and durable with classic denim texture designed for everyday layering. Offers a blend of comfort and rugged appeal that never goes out of style. Ideal for casual streetwear looks.,2036-11-20 00:00:00,true,2025-12-08 00:00:00
1ec24ed2-aa6e-4975-9d72-e33fc9002a3d,Black & Gold Luxury Abstract Painting,17,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,2015,39,7015,2288,6043eaa5-7735-4261-bac1-d7410c96f034,buy_now,active,A premium fine-art piece combining metallic gold accents with deep tones to create a luxurious dramatic effect. A stunning gallery-style artwork.,2050-07-30 00:00:00,false,2025-12-08 00:00:00
1f66795e-2576-44dd-bc7c-f4bc7f0b5b3a,Abstract Ocean Waves Art,17,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,3936,196,8936,5112,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,buy_now,active,A calming abstract representation of ocean waves with gradient blues and soft flow. Brings a peaceful ambiance to modern living spaces.,2034-02-23 00:00:00,true,2025-12-07 00:00:00
2206ae7f-356e-4a69-b793-e3fc310bcadd,Omega Seamaster Diver 300M,14,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,4473,49,,4963,11c14be1-13ce-48a1-bd33-0830cca9c4da,traditional,active,"Famous for its role in the James Bond series, this watch blends rugged diving performance with modern luxury. Co-Axial Master Chronometer movement ensures precision under extreme magnetic fields. A stunning choice for ocean and style lovers.",2031-05-29 00:00:00,false,2025-12-06 00:00:00
22a0d2b8-da42-4729-b2b4-0739ad40d91c,Gold Tennis Bracelet,16,6ae7fa67-377a-4bba-8676-029d005e2bc1,1995,44,,2259,a3d7486c-6628-42e7-8a54-f326ba5f6775,traditional,active,"A dazzling line of gemstones set in polished gold for a luxurious, fluid sparkle. A statement piece that elevates any refined fashion look.",2045-02-04 00:00:00,true,2025-12-06 00:00:00
278d30e5-5a38-48ec-a969-726eca022654,Push-Up Bars Steel Frame,21,03d30abe-7acd-49da-a689-8171fec6fa4c,4714,156,,6274,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,traditional,active,Sturdy push-up stands that reduce wrist strain and increase chest activation during exercises. Rubber-coated feet provide stability on all surfaces.,2053-04-23 00:00:00,false,2025-12-06 00:00:00
283a6912-b3dd-4ba2-b985-aa2a344d2406,Omega Speedmaster Moonwatch,14,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,253,42,,673,11393531-e33a-4a41-a5d9-518cd668ba71,traditional,active,"The first watch worn on the Moon, celebrated for its history and technical excellence. Manual-winding chronograph movement delivers authentic heritage performance. A must-own symbol of exploration and engineering perfection.",2042-05-11 00:00:00,true,2025-12-06 00:00:00
2b182970-006e-4ff6-9cd8-df85f079654d,Tag Heuer Carrera Automatic,14,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,1278,158,,2226,76c91bb9-8fc0-465c-8ec7-5716c05004a8,traditional,active,A classic motorsport-inspired chronograph with sleek design and strong precision. Sapphire caseback reveals the finely crafted movement. A premium statement for those driven by speed and style.,2036-11-18 00:00:00,true,2025-12-06 00:00:00
2c5457e9-4abc-4fa6-8790-f4683349b1ab,Cutting Board Bamboo Large,22,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,2796,69,,3210,6043eaa5-7735-4261-bac1-d7410c96f034,traditional,active,Eco-friendly bamboo cutting board with smooth surface and high durability. Gentle on knife edges and great for handling vegetables and meats.,2028-09-03 00:00:00,true,2025-12-08 00:00:00
2e2f3f47-a04b-4400-a750-3b6980f2c147,Gold Chain Necklace,16,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,710,56,,1102,11393531-e33a-4a41-a5d9-518cd668ba71,traditional,active,"Solid gold chain with a premium polished finish, offering both strength and style. A versatile luxury accessory that pairs perfectly with pendants or stands out beautifully on its own.",2034-02-25 00:00:00,false,2025-12-09 00:00:00
2e6a3d7c-5c24-4e57-94a6-d54a1c73afcc,Glass Food Container Set (5 Pack),22,03d30abe-7acd-49da-a689-8171fec6fa4c,3138,77,,3600,153ff855-cd4e-41f7-9232-d0d2c3a514a4,traditional,active,Tempered glass containers suitable for meal prep and refrigerator storage. Airtight lids keep food fresh longer and prevent leaks.,2034-02-24 00:00:00,false,2025-12-08 00:00:00
3093268e-1a7d-4beb-a982-3b4a25a489af,Jurassic Dinosaur Figure,18,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,1737,22,,1869,153ff855-cd4e-41f7-9232-d0d2c3a514a4,traditional,active,Realistic dinosaur figure with textured details and movable parts. Perfect for young explorers who love prehistoric creatures.,2031-06-01 00:00:00,true,2025-12-09 00:00:00
30d62126-a0f7-4ed3-ae04-e6ce84fe1698,Electric Kettle 1.7L Auto Shut-Off,22,6ae7fa67-377a-4bba-8676-029d005e2bc1,2557,96,,3229,11c14be1-13ce-48a1-bd33-0830cca9c4da,traditional,active,"Fast-boiling electric kettle with stainless steel interior, safety lid lock, and automatic shut-off to prevent overheating.",2034-02-25 00:00:00,false,2025-12-09 00:00:00
3157e8d8-7097-4013-a28d-0a97156dea48,Minecraft Steve Figure,18,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,4445,69,9445,4859,d3a5488c-25f9-4dad-93b7-df54b25937b8,buy_now,active,Collectible Minecraft action figure based on the iconic blocky game world. Includes accessories for creative adventure role-play.,2039-08-14 00:00:00,false,2025-12-05 00:00:00
31b21ed9-d8a1-4e6c-b057-a8c7cdb90900,Adjustable Weight Bench Pro,21,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,205,152,,1117,79929588-7af9-4046-a39a-52feee2415e4,traditional,active,"Heavy-duty weight bench with decline, flat, and incline positions for versatile strength training. Thick cushioning and solid steel frame ensure stability during high-intensity lifts.",2036-11-19 00:00:00,true,2025-12-07 00:00:00
31de1d2e-8949-4cab-93b4-81d7c5a0578d,Women’s Blazer Suit,13,03d30abe-7acd-49da-a689-8171fec6fa4c,1917,167,,2919,76c91bb9-8fc0-465c-8ec7-5716c05004a8,traditional,active,A sleek and elegant blazer perfect for professional settings and formal occasions. Flattering fit enhances body shape while maintaining comfort throughout the day. A wardrobe essential for confident wearable elegance.,2047-10-31 00:00:00,false,2025-12-05 00:00:00
33629eaf-cfbe-44e8-b456-cfab7eeeb6b0,Kia K5 2024,20,03d30abe-7acd-49da-a689-8171fec6fa4c,3986,113,8986,4664,a155ec1d-c375-47e3-865a-e154f17a3ced,buy_now,active,Sport-inspired exterior with comfortable seating and advanced infotainment features. A stylish alternative in the competitive midsize sedan market.,2042-05-10 00:00:00,true,2025-12-05 00:00:00
336ed839-27d9-4ef5-a155-33c007638e1c,Volkswagen Passat 2023,20,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,3640,164,,4140,a3d7486c-6628-42e7-8a54-f326ba5f6775,traditional,active,"German engineering focused on practicality and comfort. A smooth and quiet drive with spacious trunk capacity, ideal for family needs and long journeys.",2042-05-10 00:00:00,true,2025-12-05 00:00:00
