id,question_id,seller_id,content,created_at
242a58b6-8cfe-4f5e-98e8-1e784b8a4c83,9449e7db-cdd3-4ebc-9ae3-baf69e400a16,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,Œ„´‰ˇÁ¨ˆØ∏”’,2025-07-04 00:00:00
26ef8ed2-b3dc-42b9-97d7-09a324126bc9,35d8ccf9-7712-452e-ada3-0551bfce5d88,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,œ∑´®†¥¨ˆøπ“‘,2025-11-07 00:00:00
2723be11-9fc3-4244-aee3-67c918d370c8,a5c0c29b-5b98-491d-81e7-dda99522245c,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,/dev/null; touch /tmp/blns.fail ; echo,2025-10-27 00:00:00
27633173-c155-4d10-ac1c-c56677bd27b8,c5814b5c-6e25-4e40-b06a-d0c18086944b,73522f6e-93c0-4066-857c-03ac111f0132,"(ﾉಥ益ಥ）ﾉ﻿ ┻━┻",2025-05-10 00:00:00
2942d4a8-90c4-455c-8649-a406927ac04e,12969771-74a4-4dba-aca7-a2a3f4dfd52c,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,2025-09-02 00:00:00
29c998ae-d043-4cde-a209-56f9678972cb,0bcd8bb5-0ef6-4383-a67f-199dc9b1d209,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,"""''''""'""",2025-06-29 00:00:00
2c3f1eff-8c7a-49ff-95b5-e227876fbd7f,a9e77011-40f9-4ea0-9ea7-05b80b516bbf,03d30abe-7acd-49da-a689-8171fec6fa4c,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,2025-01-26 00:00:00
2d706041-9f65-4b86-9d21-713359324fbd,7b346d47-d9d3-4d6b-9788-47e0c5e90d89,73522f6e-93c0-4066-857c-03ac111f0132,"﻿",2025-04-04 00:00:00
2f73e8fa-629c-4405-991f-26b034f1eb94,f261d9cd-15bc-4d8c-9dcf-7f9dee70beee,03d30abe-7acd-49da-a689-8171fec6fa4c,Œ„´‰ˇÁ¨ˆØ∏”’,2025-08-21 00:00:00
2f7b984f-3e47-4505-af11-ebee6d320fab,847c10ca-9389-42e6-8ccc-436bb1663f70,6ae7fa67-377a-4bba-8676-029d005e2bc1,"(ﾉಥ益ಥ）ﾉ﻿ ┻━┻",2025-11-28 00:00:00
3240c11f-3548-4509-9bb2-408a98c312ab,4837f0a5-889e-4a42-88f7-022afda42e0f,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,田中さんにあげて下さい,2025-04-26 00:00:00
33981c06-67af-47c7-bb54-892dc7887a99,66fc259a-b2d2-42ae-bf8a-df75c05deefc,03d30abe-7acd-49da-a689-8171fec6fa4c,１２３,2025-03-07 00:00:00
347806be-2d17-468e-8946-0b6c0f1bdca6,b902d7be-7623-498e-84db-889f314b44bb,6ae7fa67-377a-4bba-8676-029d005e2bc1,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,2025-09-03 00:00:00
34d2f2c0-616f-475f-bfa3-6f87caeb38fe,948a802e-f650-4043-b9e0-ff8ac1d6a4ba,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,1'; DROP TABLE users--,2025-08-31 00:00:00
35b33bc9-15e4-4186-9f90-f3b71bd68a3d,cfd382e9-9d13-4087-bd2a-168a3df58cac,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,œ∑´®†¥¨ˆøπ“‘,2025-01-21 00:00:00
3698400a-77e7-49d3-9044-f5743506310f,97c09394-b6b2-458a-882c-3c225c03635f,6ae7fa67-377a-4bba-8676-029d005e2bc1,‪‪test‪,2025-08-12 00:00:00
393dfd2f-b3c5-4101-bb47-7d9cfa188099,da83fa4c-ff5a-468a-a60f-5dec5458af39,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,"__ﾛ(,_,*)",2025-06-17 00:00:00
40b59ec0-f39a-4a97-8378-eb5c9cb1a3c2,4837f0a5-889e-4a42-88f7-022afda42e0f,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,() { 0; }; touch /tmp/blns.shellshock1.fail;,2025-04-24 00:00:00
4656a4ba-a652-4d02-a6f0-4462821dce34,9449e7db-cdd3-4ebc-9ae3-baf69e400a16,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,社會科學院語學研究所,2025-07-28 00:00:00
4b21fa04-7e5a-4acb-bcc3-0e7fe3d761fa,f69962d8-839d-4a1a-bfc5-3ac218d5a501,73522f6e-93c0-4066-857c-03ac111f0132,パーティーへ行かないか,2025-02-26 00:00:00
4e323a2b-c2ed-4eed-948c-6d7fac0ab84c,9b63f85f-0493-47fa-9431-391dc6cac90d,03d30abe-7acd-49da-a689-8171fec6fa4c,社會科學院語學研究所,2024-12-29 00:00:00
513db7fa-f730-4755-932b-fb01ad62ea11,f726dea4-8254-4954-8f07-f66ac15ef627,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,2025-02-25 00:00:00
5153f06f-7202-4821-8a0d-827b45fe13a0,492328e2-c631-476c-8cad-9377f8e45d70,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,␡,2025-05-29 00:00:00
54a23707-5ffb-434a-979b-35445aa2658a,cfd382e9-9d13-4087-bd2a-168a3df58cac,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,"ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ",2025-09-13 00:00:00
552c04f4-eb31-4af4-9135-6bbcbf828eca,181d72c2-2f6f-475a-a28d-d037d819ff66,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,사회과학원 어학연구소,2025-09-08 00:00:00
5d7d27a0-ebf9-47e1-89e9-6dfcabbc2afb,650d11ea-1802-4509-8ae0-95408caea78d,6ae7fa67-377a-4bba-8676-029d005e2bc1,"(╯°□°）╯︵ ┻━┻)  ",2025-09-02 00:00:00
5e0a93b8-4fe1-4fd0-8f42-a8d5f73a9d2f,452d6f6f-5964-4728-9259-55f86b126f6e,73522f6e-93c0-4066-857c-03ac111f0132,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2025-04-13 00:00:00
5ffa9046-1052-4223-89e2-1dd2954b08f9,bcae135e-e66d-4bee-8ab5-c74423225f1d,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,1,2025-10-09 00:00:00
63875410-7806-4821-b11b-803ef8c9c898,f5842e6d-1847-4b5a-9511-e2f791c9d2a3,03d30abe-7acd-49da-a689-8171fec6fa4c,᠎,2025-07-03 00:00:00
66aa9000-3641-4c9d-bda2-273e6dfd6ca3,18cebf13-bbac-4c34-a9cf-72c5c098823f,6ae7fa67-377a-4bba-8676-029d005e2bc1,1'; DROP TABLE users--,2024-12-20 00:00:00
686f6df0-c007-461f-86ca-45362015f6d8,f5842e6d-1847-4b5a-9511-e2f791c9d2a3,03d30abe-7acd-49da-a689-8171fec6fa4c,"""",2025-10-21 00:00:00
68f68e59-eac6-4c43-8848-f5caae1671ce,faf066c5-a7b1-4547-874c-615e23d1de4e,03d30abe-7acd-49da-a689-8171fec6fa4c,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,2024-12-16 00:00:00
6ccc135f-f8fc-4f35-8044-5c3d894303bd,a9e77011-40f9-4ea0-9ea7-05b80b516bbf,03d30abe-7acd-49da-a689-8171fec6fa4c,NIL,2025-08-13 00:00:00
6d337a13-1654-46f7-a5b5-991478d2675f,43dea733-3885-4ea6-9b4e-c463c01d1cf0,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,-1E+02,2025-11-07 00:00:00
6d5e7c98-5e56-4f78-9b6f-0dbf004c0cf2,08ca0f5b-fa20-45dd-bdff-06fa108206d8,6ae7fa67-377a-4bba-8676-029d005e2bc1,١٢٣,2025-11-09 00:00:00
70db5c28-12ee-4b8f-8c84-db27461df6cf,f89548a8-663d-4d37-924a-9b3eda25ebdb,73522f6e-93c0-4066-857c-03ac111f0132,'',2025-03-26 00:00:00
716c2c4d-b97e-4ff1-9218-f13fa89cd221,43dea733-3885-4ea6-9b4e-c463c01d1cf0,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,nil,2025-08-23 00:00:00
766b979f-9fe0-4113-b2d4-8074fcfb533d,4473db94-012a-4f39-b253-6c46a429af36,03d30abe-7acd-49da-a689-8171fec6fa4c,᠎,2025-03-14 00:00:00
76edcc9f-de25-4413-9522-dc4c2735c912,66fc259a-b2d2-42ae-bf8a-df75c05deefc,03d30abe-7acd-49da-a689-8171fec6fa4c,田中さんにあげて下さい,2025-12-01 00:00:00
78e41d60-14e0-42c0-96fe-947f43fe77c5,e2192504-c3b4-4f71-926f-61d7fce58c6c,6ae7fa67-377a-4bba-8676-029d005e2bc1,1'; DROP TABLE users--,2025-03-21 00:00:00
7de067cf-898a-430c-9c0e-490495bc3131,15abcc49-32ae-4e1f-a789-fb77e8fc1dca,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,"(ﾉಥ益ಥ）ﾉ﻿ ┻━┻",2025-07-16 00:00:00
7e3fdd3d-42e7-4242-9858-5b12e8e454f0,85b617f3-c12b-45f5-b8b1-3b9c199a4bc9,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,⁰⁴⁵₀₁₂,2025-03-02 00:00:00
84516a6e-e7b3-4de6-81ee-5572592fa816,46f8c0c3-154a-4fd9-a2bc-7597c2e74290,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,test⁠test‫,2025-11-01 00:00:00
8aa5af7c-1cab-4dba-aabf-4fb05d2b3a23,b59ad029-127e-4b5f-8417-4bf59fe51e89,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",2025-06-24 00:00:00
8c9f2a06-4647-4512-a71b-9b8a7ff38588,2ae1ffa2-71ce-4538-bea4-2400bcc5647b,03d30abe-7acd-49da-a689-8171fec6fa4c,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",2025-06-09 00:00:00
94a02a75-af79-4138-949b-dbc389c304e3,fa52ea3f-07d2-49ed-b33f-71d0bb083aaf,03d30abe-7acd-49da-a689-8171fec6fa4c,<img src=x onerror=alert('hi') />,2025-01-06 00:00:00
94b6d360-82c6-4868-9ce3-11083d337f47,f89548a8-663d-4d37-924a-9b3eda25ebdb,73522f6e-93c0-4066-857c-03ac111f0132,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,2025-07-04 00:00:00
94dd8d5d-b772-4458-8255-031233fd96e6,ac7c3685-9df9-4a95-8f7f-49c46b939a29,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,Œ„´‰ˇÁ¨ˆØ∏”’,2025-06-28 00:00:00
99925544-c53e-496a-a430-b40bf6f51c16,36586635-0319-40af-a852-e235b447ad2b,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,2025-03-04 00:00:00
99a53bc5-f749-47dd-a60f-087855d6baf4,0bcd8bb5-0ef6-4383-a67f-199dc9b1d209,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,¸˛Ç◊ı˜Â¯˘¿,2025-10-14 00:00:00
9bc09645-22f1-4363-ab21-4d5379bbfecb,c35175ac-a5d3-428a-8a08-fe1814a6f133,6ae7fa67-377a-4bba-8676-029d005e2bc1,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,2025-05-10 00:00:00
9d847904-0353-4824-a81d-9879334f56d4,650d11ea-1802-4509-8ae0-95408caea78d,6ae7fa67-377a-4bba-8676-029d005e2bc1,"""",2025-11-17 00:00:00
a1d4b16c-f3b5-4480-bbea-3531dfd8dcc7,f69962d8-839d-4a1a-bfc5-3ac218d5a501,73522f6e-93c0-4066-857c-03ac111f0132,-1E02,2025-01-30 00:00:00
ac77ad2f-ef38-437e-bd4f-0df1ab1cf9af,c166c85a-fcf7-4c78-a398-95af7df679ce,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439, ,2025-03-02 00:00:00
af8067fc-75dc-4a5a-af48-a0df487bb37f,50693ee6-cad2-4a9e-9d94-42d79e8f4202,73522f6e-93c0-4066-857c-03ac111f0132,(｡◕ ∀ ◕｡),2025-11-20 00:00:00
b3d0859c-e495-41e2-ae25-a4dc43bb2206,15abcc49-32ae-4e1f-a789-fb77e8fc1dca,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,␡,2025-04-27 00:00:00
ba1cb314-4219-4e46-9dc5-87c4a4e70359,f69962d8-839d-4a1a-bfc5-3ac218d5a501,73522f6e-93c0-4066-857c-03ac111f0132,1.00,2025-05-22 00:00:00
bc58bbf8-35a3-4af5-80fb-e356e8f2e695,2b72ac51-1873-4970-a3c8-405d873d17dc,6ae7fa67-377a-4bba-8676-029d005e2bc1,() { 0; }; touch /tmp/blns.shellshock1.fail;,2025-03-20 00:00:00
be3ce412-7e6f-47a2-af7c-6216eee8b391,0aeeea23-644c-4999-b9ee-81fc3ac9de06,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,　,2025-06-07 00:00:00
bf51907c-5581-41ef-a0de-1a7dbb62a0ec,afc3f406-d336-4a49-95cf-3dd70b79195a,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,2025-09-13 00:00:00
c07c611e-165a-4026-bf87-4d409b37d509,e31a41f5-894b-4151-aad7-939f4b9acb89,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,田中さんにあげて下さい,2025-10-25 00:00:00
c2e24ac1-3a2c-4e54-bc7d-cbd3b974291a,0bcd8bb5-0ef6-4383-a67f-199dc9b1d209,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,åß∂ƒ©˙∆˚¬…æ,2025-08-20 00:00:00
c306ce72-ac41-439d-9490-760463b977ee,a5c0c29b-5b98-491d-81e7-dda99522245c,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,｀ｨ(´∀｀∩,2025-04-06 00:00:00
c4607bc9-3c05-438a-bc8c-0c646461bb75,feb3fbe2-f56a-47f1-9913-cba26137b665,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,הָיְתָהtestالصفحات التّحول,2025-10-23 00:00:00
ccc939d9-6f5f-4584-bdf1-be1debfaea16,c45f3a74-7dfd-430b-be27-7055d154afa2,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,1,2025-01-16 00:00:00
cfc22203-4666-46df-bf65-ce95a52c9f6b,c45f3a74-7dfd-430b-be27-7055d154afa2,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,😍,2025-11-18 00:00:00
d12920d2-d3cb-446f-bc92-228ad9b064e2,bc1a41a9-7a85-42c0-a797-4279f9303d28,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,1;DROP TABLE users,2025-06-08 00:00:00
d3b5f8bd-54f6-4342-acfc-e391d6560544,5a3be812-5755-4075-9c0b-c463e575058a,03d30abe-7acd-49da-a689-8171fec6fa4c,הָיְתָהtestالصفحات التّحول,2025-07-01 00:00:00
d4cfd24b-830a-4a44-ace7-c1b89c96b37f,00a90e67-68a7-4a27-aec2-5ca2003e7616,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,"""'""'""''''""",2025-06-07 00:00:00
d54e22f6-78b1-498b-a009-a9fb23ca995d,18cebf13-bbac-4c34-a9cf-72c5c098823f,6ae7fa67-377a-4bba-8676-029d005e2bc1,../../../../../../../../../../../etc/hosts,2025-07-06 00:00:00
d8e5e34f-ad7b-48de-b2df-65929e50f254,c166c85a-fcf7-4c78-a398-95af7df679ce,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,-1/2,2025-04-04 00:00:00
dc75792a-50c1-4b4e-8785-af016a611499,847c10ca-9389-42e6-8ccc-436bb1663f70,6ae7fa67-377a-4bba-8676-029d005e2bc1,-1E02,2025-03-23 00:00:00
ddca0003-fc1f-46fc-b906-3b4a0f15e987,a6c9eb90-563a-4040-93af-441be19b8352,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,¸˛Ç◊ı˜Â¯˘¿,2025-03-11 00:00:00
e47d22b5-6f98-4f0e-bda4-a5aadbebc49d,17a182c4-c249-4e38-96fc-5d54652c0b7e,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,👩🏽,2025-11-27 00:00:00
e58710f8-87da-4690-ba86-64e8515c4da8,3112c360-6763-4876-83e0-e061809994ba,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,␢,2025-04-15 00:00:00
e72b2dd6-9f6c-4a43-8679-82bb5a90ea84,f5842e6d-1847-4b5a-9511-e2f791c9d2a3,03d30abe-7acd-49da-a689-8171fec6fa4c,👩🏽,2025-03-28 00:00:00
e7576dc3-73a1-4e22-bec1-295b342b4099,e2192504-c3b4-4f71-926f-61d7fce58c6c,6ae7fa67-377a-4bba-8676-029d005e2bc1,null,2025-05-02 00:00:00
e80c7fc2-d727-48c6-83ed-0c405bcd0da6,46f8c0c3-154a-4fd9-a2bc-7597c2e74290,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,-$1.00,2025-05-31 00:00:00
ecefa41e-48e5-42b5-b8d0-54961d15b998,f60c9277-3c83-48f1-8971-2f17cabfb67a,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,1,2025-11-11 00:00:00
f5b5645d-f5cd-4ecc-8da7-e454d75d4287,85b617f3-c12b-45f5-b8b1-3b9c199a4bc9,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,⁰⁴⁵₀₁₂,2025-12-09 00:00:00
f61ef64d-4d91-4cf1-9641-e97dbb6da8bc,86b101d6-60d8-4e83-a012-8b460929b2e5,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,../../../../../../../../../../../etc/passwd%00,2025-01-15 00:00:00
f859ad23-316e-4f13-9aa1-11b6e8b3d730,17a182c4-c249-4e38-96fc-5d54652c0b7e,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,2024-12-29 00:00:00
f944ea7c-937d-42ff-a63d-ff6e060b4c39,a623daf0-49bc-4335-b1e7-b4fa44e199c2,2cb7600f-ec9f-4ae5-bf0f-37e01d46fe9f,,2025-08-01 00:00:00
fad58e82-80fe-40f3-a0bb-dcf094d9587d,98383534-a384-47c7-8e5f-24cadc3ba4d9,73522f6e-93c0-4066-857c-03ac111f0132,"👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ",2025-03-14 00:00:00
fc19a0ce-ff50-4006-9ac1-e88128ea8703,97c6d4af-b1ea-4ee5-be1d-c2b405328a42,a6d4cf56-3f54-4d80-b1d7-8dd9b489a439,-1E2,2025-04-23 00:00:00
fc666d88-5616-4ab1-bea2-41004ac594b6,cfd382e9-9d13-4087-bd2a-168a3df58cac,f40d4396-134a-4c0d-b619-4f2c6a7e27a5,和製漢語,2025-03-17 00:00:00
fc7928fd-995b-4a57-ae5f-d2143c59c65b,98383534-a384-47c7-8e5f-24cadc3ba4d9,73522f6e-93c0-4066-857c-03ac111f0132,",./;'[]\-=",2025-09-12 00:00:00
fd7363a0-2f6e-4dbc-8d76-94e84e28b9e2,66fc259a-b2d2-42ae-bf8a-df75c05deefc,03d30abe-7acd-49da-a689-8171fec6fa4c,../../../../../../../../../../../etc/hosts,2025-12-12 00:00:00
fde440bb-348d-424a-bde5-1a2ee51d508a,e2192504-c3b4-4f71-926f-61d7fce58c6c,6ae7fa67-377a-4bba-8676-029d005e2bc1,$1.00,2025-09-15 00:00:00
