id,product_id,bidder_id,bid_amount,bid_time
44b4d728-1338-4175-98ec-413178221016,507fca07-2e1d-4b1f-93b7-625ae80843c7,639f899b-a662-4a29-841e-bb2e7bb1ea8f,2086,2025-11-20 13:47:24
5620ad7a-238d-43eb-af07-2edff11783ec,507fca07-2e1d-4b1f-93b7-625ae80843c7,639f899b-a662-4a29-841e-bb2e7bb1ea8f,2185,2025-11-20 14:25:24
a5bfddaf-42a3-437b-a248-a5430e1e3cd8,062ec88c-253d-4e0e-8a78-6cfa75db21d4,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,1863,2025-11-23 10:13:24
8e17ecdd-b137-4a61-9f05-8d1f157b5849,062ec88c-253d-4e0e-8a78-6cfa75db21d4,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,2043,2025-11-23 10:24:24
b294f8d0-1189-4f7d-92be-5f6ec0b5e609,062ec88c-253d-4e0e-8a78-6cfa75db21d4,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,2223,2025-11-23 10:57:24
0a3a9919-fda6-4c2d-b24d-38902b08dd71,062ec88c-253d-4e0e-8a78-6cfa75db21d4,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,2403,2025-11-23 11:00:24
5e65cedb-c42f-4304-9c37-fc057909c516,062ec88c-253d-4e0e-8a78-6cfa75db21d4,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,2583,2025-11-23 11:03:24
1b49a5b9-b542-4908-a7b8-e945f2d3be28,062ec88c-253d-4e0e-8a78-6cfa75db21d4,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,2763,2025-11-23 11:24:24
a0d58cb0-3972-4076-a53c-0c44e44ce8f8,646d2f1c-1228-4238-a49a-652704c25018,14de0956-48d5-4aac-a4ed-5353150ae13c,1023,2025-11-21 10:06:24
a3b820c4-0d57-4f37-80ea-809393c66742,646d2f1c-1228-4238-a49a-652704c25018,14de0956-48d5-4aac-a4ed-5353150ae13c,1075,2025-11-21 10:25:24
747ec4be-398d-45ce-b898-6a645b75f511,646d2f1c-1228-4238-a49a-652704c25018,14de0956-48d5-4aac-a4ed-5353150ae13c,1127,2025-11-21 10:54:24
9e33c268-13e4-4a37-847e-54a1b36cc263,646d2f1c-1228-4238-a49a-652704c25018,14de0956-48d5-4aac-a4ed-5353150ae13c,1179,2025-11-21 11:05:24
89c814d8-b5b7-47f9-9bfe-bfdfd22d8b30,646d2f1c-1228-4238-a49a-652704c25018,14de0956-48d5-4aac-a4ed-5353150ae13c,1231,2025-11-21 11:18:24
7bdc00d6-6b75-4f48-b7f6-60621f13e94b,646d2f1c-1228-4238-a49a-652704c25018,14de0956-48d5-4aac-a4ed-5353150ae13c,1283,2025-11-21 11:38:24
dd364893-7097-400a-835e-b23647eafc49,646d2f1c-1228-4238-a49a-652704c25018,14de0956-48d5-4aac-a4ed-5353150ae13c,1335,2025-11-21 11:43:24
3cd33c29-2fcc-4f93-ab32-4d35ec36c5fc,1b6647a9-a75a-4e05-a377-c98c5eccbfc0,639f899b-a662-4a29-841e-bb2e7bb1ea8f,1691,2025-11-18 10:35:24
9381500c-b99f-47d9-8b30-f02bc0b0a8a4,1b6647a9-a75a-4e05-a377-c98c5eccbfc0,639f899b-a662-4a29-841e-bb2e7bb1ea8f,1809,2025-11-18 10:56:24
69e11d37-f3a9-4f80-a89d-ffb1d757d414,1b6647a9-a75a-4e05-a377-c98c5eccbfc0,639f899b-a662-4a29-841e-bb2e7bb1ea8f,1927,2025-11-18 11:00:24
96166aea-b681-4ffa-9939-fcfc48718dac,1b6647a9-a75a-4e05-a377-c98c5eccbfc0,639f899b-a662-4a29-841e-bb2e7bb1ea8f,2045,2025-11-18 11:25:24
0084e0ca-c64c-42eb-bec2-122ba24c99c5,1b6647a9-a75a-4e05-a377-c98c5eccbfc0,639f899b-a662-4a29-841e-bb2e7bb1ea8f,2163,2025-11-18 12:04:24
56b8727b-6a48-4dcf-80fa-ffe24a8e98fb,1b6647a9-a75a-4e05-a377-c98c5eccbfc0,639f899b-a662-4a29-841e-bb2e7bb1ea8f,2281,2025-11-18 12:44:24
e6972a8d-57a9-4b69-9e6f-9f5887eba9d9,63f16e7b-0b02-4a08-b33a-70c4c015b709,5fb6ac68-bf51-41a0-a82f-a9a85e494079,480,2025-11-19 10:01:24
cd4d280f-3ba1-44e6-8e95-7ff3d9c62546,63f16e7b-0b02-4a08-b33a-70c4c015b709,5fb6ac68-bf51-41a0-a82f-a9a85e494079,533,2025-11-19 10:10:24
776345e3-7570-4644-9e7a-218f61cfbdad,63f16e7b-0b02-4a08-b33a-70c4c015b709,5fb6ac68-bf51-41a0-a82f-a9a85e494079,586,2025-11-19 10:35:24
409fff52-4fa7-4efb-a110-d37842c5ac2b,63f16e7b-0b02-4a08-b33a-70c4c015b709,5fb6ac68-bf51-41a0-a82f-a9a85e494079,639,2025-11-19 10:40:24
bc10efd2-39d7-467f-a1ed-ebb3dae82682,63f16e7b-0b02-4a08-b33a-70c4c015b709,5fb6ac68-bf51-41a0-a82f-a9a85e494079,692,2025-11-19 10:58:24
371378db-d1c1-447c-a770-c72b76f83f48,63f16e7b-0b02-4a08-b33a-70c4c015b709,5fb6ac68-bf51-41a0-a82f-a9a85e494079,745,2025-11-19 11:27:24
29fd765a-8dd6-4829-84f6-44a7efecd642,a4f9149e-a8f9-469a-9a7d-d798d5195c37,0ebb62af-f47d-4c9f-a3ac-f41834e0a2b9,3081,2025-11-28 10:07:24
8afaf643-5312-4339-8b11-9436ce80cce5,a4f9149e-a8f9-469a-9a7d-d798d5195c37,0ebb62af-f47d-4c9f-a3ac-f41834e0a2b9,3164,2025-11-28 10:27:24
02183270-05c7-418f-8034-fabb23e9c741,a4f9149e-a8f9-469a-9a7d-d798d5195c37,0ebb62af-f47d-4c9f-a3ac-f41834e0a2b9,3247,2025-11-28 10:54:24
dee99fe8-6f83-4352-8d8c-fdc72735df77,a4f9149e-a8f9-469a-9a7d-d798d5195c37,0ebb62af-f47d-4c9f-a3ac-f41834e0a2b9,3330,2025-11-28 11:30:24
b0439522-017d-4089-8eb2-99ec4a0f8f1b,a4f9149e-a8f9-469a-9a7d-d798d5195c37,0ebb62af-f47d-4c9f-a3ac-f41834e0a2b9,3413,2025-11-28 11:35:24
cfd8b4fb-c29d-4ace-bfa5-0819468cb801,a4f9149e-a8f9-469a-9a7d-d798d5195c37,0ebb62af-f47d-4c9f-a3ac-f41834e0a2b9,3496,2025-11-28 11:41:24
86692b32-af9a-4799-a3dc-29d14c4bd206,a4f9149e-a8f9-469a-9a7d-d798d5195c37,0ebb62af-f47d-4c9f-a3ac-f41834e0a2b9,3579,2025-11-28 11:59:24
7a7e6e37-5ad6-4146-9a72-f331d61f7f15,0a6105e2-1a8b-41d0-a000-12c9b3681436,11393531-e33a-4a41-a5d9-518cd668ba71,531,2025-12-03 10:03:24
d30443ba-7428-4635-901d-dae8482996d4,0a6105e2-1a8b-41d0-a000-12c9b3681436,11393531-e33a-4a41-a5d9-518cd668ba71,591,2025-12-03 10:41:24
163990a7-62a7-4130-97e5-f257e4506e9e,0a6105e2-1a8b-41d0-a000-12c9b3681436,11393531-e33a-4a41-a5d9-518cd668ba71,651,2025-12-03 10:52:24
51c47411-4f1d-42d8-8773-71c0d238ca88,0a6105e2-1a8b-41d0-a000-12c9b3681436,11393531-e33a-4a41-a5d9-518cd668ba71,711,2025-12-03 11:17:24
abb10da0-f7fd-43ae-846d-98473b0f7e5b,0a6105e2-1a8b-41d0-a000-12c9b3681436,11393531-e33a-4a41-a5d9-518cd668ba71,771,2025-12-03 11:22:24
40e95343-dd5b-429e-9ad3-8a7dd79334a0,0a6105e2-1a8b-41d0-a000-12c9b3681436,11393531-e33a-4a41-a5d9-518cd668ba71,831,2025-12-03 11:42:24
381d4bfc-047a-473a-888a-ac734caa366b,79d1773a-dac9-479a-b0f0-c02b388946b8,153ff855-cd4e-41f7-9232-d0d2c3a514a4,3826,2025-11-30 10:35:24
16408c1d-7a04-445b-879b-1e65b546aa96,79d1773a-dac9-479a-b0f0-c02b388946b8,153ff855-cd4e-41f7-9232-d0d2c3a514a4,3909,2025-11-30 10:51:24
0af9d55b-7800-42b6-88b3-09ce3dd38361,79d1773a-dac9-479a-b0f0-c02b388946b8,153ff855-cd4e-41f7-9232-d0d2c3a514a4,3992,2025-11-30 11:19:24
81851126-3f23-4936-bd29-d1a58ecf73f6,79d1773a-dac9-479a-b0f0-c02b388946b8,153ff855-cd4e-41f7-9232-d0d2c3a514a4,4075,2025-11-30 11:48:24
b6fc2784-fa5e-41da-ad1b-6c5ba6aea5fc,79d1773a-dac9-479a-b0f0-c02b388946b8,153ff855-cd4e-41f7-9232-d0d2c3a514a4,4158,2025-11-30 12:08:24
bb3061bc-bce6-4df7-b4a9-4999c28d42be,79d1773a-dac9-479a-b0f0-c02b388946b8,153ff855-cd4e-41f7-9232-d0d2c3a514a4,4241,2025-11-30 12:16:24
38dd2f33-2d3c-475f-9398-e5b2f6d983a0,79d1773a-dac9-479a-b0f0-c02b388946b8,153ff855-cd4e-41f7-9232-d0d2c3a514a4,4324,2025-11-30 12:38:24
4abbcceb-07f9-4b66-b004-960a6898792f,1c1ee6f3-fbe2-41dc-8bcd-01d9e5b856cb,d3a5488c-25f9-4dad-93b7-df54b25937b8,2908,2025-11-30 10:18:24
5893c7c7-313c-45bd-a40b-a5873b52a317,1c1ee6f3-fbe2-41dc-8bcd-01d9e5b856cb,d3a5488c-25f9-4dad-93b7-df54b25937b8,3064,2025-11-30 10:38:24
330f253a-4edd-4dea-9eea-5c6489fb459d,1c1ee6f3-fbe2-41dc-8bcd-01d9e5b856cb,d3a5488c-25f9-4dad-93b7-df54b25937b8,3220,2025-11-30 10:41:24
62ee9cb1-a557-4768-bc33-bd81adf3a6e0,1c1ee6f3-fbe2-41dc-8bcd-01d9e5b856cb,d3a5488c-25f9-4dad-93b7-df54b25937b8,3376,2025-11-30 10:54:24
4e9dbcd9-cdb1-47a3-b334-cd535a832489,1c1ee6f3-fbe2-41dc-8bcd-01d9e5b856cb,d3a5488c-25f9-4dad-93b7-df54b25937b8,3532,2025-11-30 11:28:24
d8a4c378-dd88-4772-972f-ba1e90c6a846,1c1ee6f3-fbe2-41dc-8bcd-01d9e5b856cb,d3a5488c-25f9-4dad-93b7-df54b25937b8,3688,2025-11-30 11:32:24
f19cf4d7-af3e-4930-a51c-c57768af9b0a,1c1ee6f3-fbe2-41dc-8bcd-01d9e5b856cb,d3a5488c-25f9-4dad-93b7-df54b25937b8,3844,2025-11-30 11:35:24
ad7000d4-0db8-4797-b2e3-c0d61028a574,1c1ee6f3-fbe2-41dc-8bcd-01d9e5b856cb,d3a5488c-25f9-4dad-93b7-df54b25937b8,4000,2025-11-30 12:04:24
8cc76a86-7c0f-4ae0-980a-b3c7d9116fdd,6f0c4513-ddf6-4617-a4b4-deb1208479ad,76c91bb9-8fc0-465c-8ec7-5716c05004a8,1632,2025-11-29 10:13:24
3c963b37-0810-473b-9188-f3ab43ea8209,6f0c4513-ddf6-4617-a4b4-deb1208479ad,76c91bb9-8fc0-465c-8ec7-5716c05004a8,1681,2025-11-29 10:30:24
98c14a32-dbd4-4ec1-9016-9066ae64ec19,6f0c4513-ddf6-4617-a4b4-deb1208479ad,76c91bb9-8fc0-465c-8ec7-5716c05004a8,1730,2025-11-29 11:05:24
af003d19-bdf7-44fc-b955-3673e23a71c8,6f0c4513-ddf6-4617-a4b4-deb1208479ad,76c91bb9-8fc0-465c-8ec7-5716c05004a8,1779,2025-11-29 11:07:24
0d27fe3f-36a5-4251-825b-f98494476bea,6f0c4513-ddf6-4617-a4b4-deb1208479ad,76c91bb9-8fc0-465c-8ec7-5716c05004a8,1828,2025-11-29 11:34:24
9798986c-224d-4924-ab0a-406f758eb5d0,6f0c4513-ddf6-4617-a4b4-deb1208479ad,76c91bb9-8fc0-465c-8ec7-5716c05004a8,1877,2025-11-29 12:07:24
47856fe4-7bea-4808-8603-4ba0c485014e,6f0c4513-ddf6-4617-a4b4-deb1208479ad,76c91bb9-8fc0-465c-8ec7-5716c05004a8,1926,2025-11-29 12:42:24
7bca4673-233e-4f58-bd79-623c097ec8f5,6f0c4513-ddf6-4617-a4b4-deb1208479ad,76c91bb9-8fc0-465c-8ec7-5716c05004a8,1975,2025-11-29 12:56:24
7b4005ed-e5ac-4e0c-8e17-6e49c4e5c2ea,720c177c-377a-446d-aa3c-bb6d247682a8,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,2029,2025-11-22 10:34:24
5efb5741-71b3-4441-a687-7594dac383ba,720c177c-377a-446d-aa3c-bb6d247682a8,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,2229,2025-11-22 11:10:24
78e49a8b-7fb7-4ee5-9f20-430bbb7914a4,720c177c-377a-446d-aa3c-bb6d247682a8,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,2429,2025-11-22 11:12:24
ed0cac05-3c61-4c3a-be75-109c8f89bbeb,720c177c-377a-446d-aa3c-bb6d247682a8,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,2629,2025-11-22 11:48:24
02dbd3bb-7671-44cc-9add-e517995e1192,720c177c-377a-446d-aa3c-bb6d247682a8,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,2829,2025-11-22 12:08:24
66c82fb5-9d4d-4d10-a442-7f78fdb0dd7e,720c177c-377a-446d-aa3c-bb6d247682a8,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,3029,2025-11-22 12:31:24
2077ac46-fc6e-412a-b1e2-6e07d0826dac,720c177c-377a-446d-aa3c-bb6d247682a8,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,3229,2025-11-22 12:53:24
ac5888d8-3fcd-41f2-8e36-22d265ec5777,720c177c-377a-446d-aa3c-bb6d247682a8,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,3429,2025-11-22 13:33:24
c74afd1a-9cad-473f-a846-1cba0746dd80,720c177c-377a-446d-aa3c-bb6d247682a8,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,3629,2025-11-22 13:38:24
bfb549b7-71e3-40a8-a68b-5ca754146328,1583d3b8-078a-4e44-b850-5990cb524823,11c14be1-13ce-48a1-bd33-0830cca9c4da,3335,2025-11-29 10:33:24
bbeb64b4-3d0f-4e8c-a108-7d7019a7043c,1583d3b8-078a-4e44-b850-5990cb524823,11c14be1-13ce-48a1-bd33-0830cca9c4da,3379,2025-11-29 10:35:24
29309068-6f3e-49a2-a69b-74605d2f6c24,1583d3b8-078a-4e44-b850-5990cb524823,11c14be1-13ce-48a1-bd33-0830cca9c4da,3423,2025-11-29 10:45:24
5513b385-114c-404a-a00d-414b2b272b6a,1583d3b8-078a-4e44-b850-5990cb524823,11c14be1-13ce-48a1-bd33-0830cca9c4da,3467,2025-11-29 11:24:24
7e20b6ad-ff3f-428a-adc2-48255843eeba,1583d3b8-078a-4e44-b850-5990cb524823,11c14be1-13ce-48a1-bd33-0830cca9c4da,3511,2025-11-29 11:49:24
de0bd958-7416-4006-890c-0534fff5a4f3,1583d3b8-078a-4e44-b850-5990cb524823,11c14be1-13ce-48a1-bd33-0830cca9c4da,3555,2025-11-29 12:27:24
8a0f4bb3-abbd-47d8-b330-ec4bd954e4f8,1583d3b8-078a-4e44-b850-5990cb524823,11c14be1-13ce-48a1-bd33-0830cca9c4da,3599,2025-11-29 12:57:24
58fee2c0-fef5-45dd-8d75-6af588cd2fc4,1583d3b8-078a-4e44-b850-5990cb524823,11c14be1-13ce-48a1-bd33-0830cca9c4da,3643,2025-11-29 13:26:24
e908662e-ca15-453c-ae7b-b233e46a2f2b,38b33fff-9988-418e-b878-009b434a8f0c,de332974-fe7a-4fbc-8cfc-7ff5c02b7a02,4423,2025-11-28 09:59:24
160e9353-ebec-45ed-b80c-0a019ad74691,38b33fff-9988-418e-b878-009b434a8f0c,de332974-fe7a-4fbc-8cfc-7ff5c02b7a02,4613,2025-11-28 10:09:24
9792f9f0-73dc-4607-a2a7-83b3168824ff,38b33fff-9988-418e-b878-009b434a8f0c,de332974-fe7a-4fbc-8cfc-7ff5c02b7a02,4803,2025-11-28 10:18:24
aeff4eeb-c756-4bcb-80a0-3d772f3acd22,38b33fff-9988-418e-b878-009b434a8f0c,de332974-fe7a-4fbc-8cfc-7ff5c02b7a02,4993,2025-11-28 10:22:24
3621051f-1a9b-4774-ba0d-f1ef1558b40f,38b33fff-9988-418e-b878-009b434a8f0c,de332974-fe7a-4fbc-8cfc-7ff5c02b7a02,5183,2025-11-28 10:28:24
0a6e7bc0-db6f-45ea-904d-697e57fa15cc,38b33fff-9988-418e-b878-009b434a8f0c,de332974-fe7a-4fbc-8cfc-7ff5c02b7a02,5373,2025-11-28 10:32:24
efc3c197-03cf-47f1-aa11-8c4ef915e382,432b49b3-69ed-4b6e-946e-67fe99f4395d,11393531-e33a-4a41-a5d9-518cd668ba71,2678,2025-11-24 10:22:24
0f21bd1f-018a-4207-b7e3-8e9ba2fbb7ec,432b49b3-69ed-4b6e-946e-67fe99f4395d,11393531-e33a-4a41-a5d9-518cd668ba71,2772,2025-11-24 11:01:24
da985f03-9546-42f1-b708-cc01605b72d7,432b49b3-69ed-4b6e-946e-67fe99f4395d,11393531-e33a-4a41-a5d9-518cd668ba71,2866,2025-11-24 11:25:24
6c437840-e828-4d80-b3f9-3415937a484c,432b49b3-69ed-4b6e-946e-67fe99f4395d,11393531-e33a-4a41-a5d9-518cd668ba71,2960,2025-11-24 11:58:24
5eedf665-7e3b-4f51-952a-4a30b92b84da,432b49b3-69ed-4b6e-946e-67fe99f4395d,11393531-e33a-4a41-a5d9-518cd668ba71,3054,2025-11-24 12:36:24
024a72e5-c14d-43a3-b6bb-ddf649b7246c,432b49b3-69ed-4b6e-946e-67fe99f4395d,11393531-e33a-4a41-a5d9-518cd668ba71,3148,2025-11-24 13:12:24
45b0fd9e-60bf-46ad-869c-d0cfc4f20023,432b49b3-69ed-4b6e-946e-67fe99f4395d,11393531-e33a-4a41-a5d9-518cd668ba71,3242,2025-11-24 13:29:24
71b8e818-6692-4524-ae4a-c36edb8ec355,432b49b3-69ed-4b6e-946e-67fe99f4395d,11393531-e33a-4a41-a5d9-518cd668ba71,3336,2025-11-24 13:56:24
65fc4b24-2fa3-4033-a024-572e32cc31ec,432b49b3-69ed-4b6e-946e-67fe99f4395d,11393531-e33a-4a41-a5d9-518cd668ba71,3430,2025-11-24 14:17:24
674c8a86-6354-4d89-9b27-35c14424fe27,432b49b3-69ed-4b6e-946e-67fe99f4395d,11393531-e33a-4a41-a5d9-518cd668ba71,3524,2025-11-24 14:47:24
dc961daf-c5e7-4019-a5fc-8722e8359851,432b49b3-69ed-4b6e-946e-67fe99f4395d,11393531-e33a-4a41-a5d9-518cd668ba71,3618,2025-11-24 15:20:24
565afaed-97b3-47c7-971a-2cc27916e895,432b49b3-69ed-4b6e-946e-67fe99f4395d,11393531-e33a-4a41-a5d9-518cd668ba71,3712,2025-11-24 15:54:24
fe78f198-6fea-4862-958d-49ba10f9d089,432b49b3-69ed-4b6e-946e-67fe99f4395d,11393531-e33a-4a41-a5d9-518cd668ba71,3806,2025-11-24 16:01:24
c9d170cb-4ee1-4954-b6ee-d3b95c451d8d,e203deb7-9fd9-45d7-bb6a-4edbd0a939a9,5fb6ac68-bf51-41a0-a82f-a9a85e494079,3176,2025-11-27 10:23:24
8c6b0038-5ba1-4714-bd59-c167e58c8ded,e203deb7-9fd9-45d7-bb6a-4edbd0a939a9,5fb6ac68-bf51-41a0-a82f-a9a85e494079,3277,2025-11-27 10:42:24
3b738fd6-431b-46e8-82fb-03c47c9c741f,e203deb7-9fd9-45d7-bb6a-4edbd0a939a9,5fb6ac68-bf51-41a0-a82f-a9a85e494079,3378,2025-11-27 11:15:24
393ea4ff-517c-43fc-9e29-9fe0f9025e8b,e203deb7-9fd9-45d7-bb6a-4edbd0a939a9,5fb6ac68-bf51-41a0-a82f-a9a85e494079,3479,2025-11-27 11:38:24
5d01aa3b-ef14-4338-b9a8-8e728d7e1375,e203deb7-9fd9-45d7-bb6a-4edbd0a939a9,5fb6ac68-bf51-41a0-a82f-a9a85e494079,3580,2025-11-27 12:03:24
e9077a3b-1dd8-414d-b368-1d9f6638f314,e203deb7-9fd9-45d7-bb6a-4edbd0a939a9,5fb6ac68-bf51-41a0-a82f-a9a85e494079,3681,2025-11-27 12:37:24
b6521281-0e3c-4dc6-b8a6-c7d85bfe6fec,e203deb7-9fd9-45d7-bb6a-4edbd0a939a9,5fb6ac68-bf51-41a0-a82f-a9a85e494079,3782,2025-11-27 13:05:24
8899d5c0-ec08-4bee-ac76-81135f708195,726aa3eb-6e0c-470f-8c14-45987ae3656d,ac285fd8-a4a1-40ac-8286-c8d6173f057a,1841,2025-11-21 10:01:24
d733b788-0aca-40e3-a4ef-e5f26608efa6,726aa3eb-6e0c-470f-8c14-45987ae3656d,ac285fd8-a4a1-40ac-8286-c8d6173f057a,1898,2025-11-21 10:22:24
8d04a35c-586b-452c-b1b3-e9fa865d6ef1,726aa3eb-6e0c-470f-8c14-45987ae3656d,ac285fd8-a4a1-40ac-8286-c8d6173f057a,1955,2025-11-21 10:25:24
cfbecc83-6f52-4e43-8f24-3c89a218d5a7,726aa3eb-6e0c-470f-8c14-45987ae3656d,ac285fd8-a4a1-40ac-8286-c8d6173f057a,2012,2025-11-21 10:44:24
67658810-868e-4335-ba59-38196d0d03be,726aa3eb-6e0c-470f-8c14-45987ae3656d,ac285fd8-a4a1-40ac-8286-c8d6173f057a,2069,2025-11-21 11:12:24
e9c403bf-b8b3-4d4b-8075-2105b145bc61,726aa3eb-6e0c-470f-8c14-45987ae3656d,ac285fd8-a4a1-40ac-8286-c8d6173f057a,2126,2025-11-21 11:49:24
82b646ff-740e-4d90-8bac-baaa52bef251,92c3e702-ed61-4a62-8dc8-7c06d8d0adb8,2cbb0044-f5b8-49fd-929b-9d2ef0526033,3441,2025-11-27 10:11:24
e253e454-4e29-4d5b-bc25-e422670255ff,92c3e702-ed61-4a62-8dc8-7c06d8d0adb8,2cbb0044-f5b8-49fd-929b-9d2ef0526033,3637,2025-11-27 10:15:24
a8a431f4-f34d-4088-bb9d-adec2d3b531a,92c3e702-ed61-4a62-8dc8-7c06d8d0adb8,2cbb0044-f5b8-49fd-929b-9d2ef0526033,3833,2025-11-27 10:20:24
abc70151-47fc-484c-91b0-ad0bc6e6c617,92c3e702-ed61-4a62-8dc8-7c06d8d0adb8,2cbb0044-f5b8-49fd-929b-9d2ef0526033,4029,2025-11-27 10:30:24
c5d25b2d-0b84-4c5f-8757-60db70bba0bc,92c3e702-ed61-4a62-8dc8-7c06d8d0adb8,2cbb0044-f5b8-49fd-929b-9d2ef0526033,4225,2025-11-27 10:43:24
eb2914b1-f89e-491d-ae03-06d16736da68,92c3e702-ed61-4a62-8dc8-7c06d8d0adb8,2cbb0044-f5b8-49fd-929b-9d2ef0526033,4421,2025-11-27 10:59:24
bda269da-ceb1-4311-9be9-1853b5a21d01,92c3e702-ed61-4a62-8dc8-7c06d8d0adb8,2cbb0044-f5b8-49fd-929b-9d2ef0526033,4617,2025-11-27 11:06:24
3f2ee4f4-918a-4e50-954d-7ee190a42fcd,be21eec2-b6d7-4634-b0ae-800ef1eb2817,79929588-7af9-4046-a39a-52feee2415e4,2318,2025-12-01 10:20:24
4023f88c-b0a8-4e23-973b-65c25cf2c556,be21eec2-b6d7-4634-b0ae-800ef1eb2817,79929588-7af9-4046-a39a-52feee2415e4,2431,2025-12-01 10:59:24
889b295c-9caa-4a18-975d-ef9ab0ed00fe,be21eec2-b6d7-4634-b0ae-800ef1eb2817,79929588-7af9-4046-a39a-52feee2415e4,2544,2025-12-01 11:14:24
2108c1ad-5ad3-40b8-9c6e-84b0fce2fd50,be21eec2-b6d7-4634-b0ae-800ef1eb2817,79929588-7af9-4046-a39a-52feee2415e4,2657,2025-12-01 11:52:24
035812e0-8db9-477f-8df0-53a3fd0e26d8,be21eec2-b6d7-4634-b0ae-800ef1eb2817,79929588-7af9-4046-a39a-52feee2415e4,2770,2025-12-01 12:16:24
aef739e6-b7cb-412e-93f1-578b055173c9,be21eec2-b6d7-4634-b0ae-800ef1eb2817,79929588-7af9-4046-a39a-52feee2415e4,2883,2025-12-01 12:56:24
24fe802d-608f-474a-9964-c98f2f26deed,be21eec2-b6d7-4634-b0ae-800ef1eb2817,79929588-7af9-4046-a39a-52feee2415e4,2996,2025-12-01 13:19:24
a33477ec-ebd5-4c40-a674-061fbcecffa5,eea2ec37-3f11-481b-bd33-27d29880a4b9,11393531-e33a-4a41-a5d9-518cd668ba71,2594,2025-11-26 10:04:24
